GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C24001,C24002,C24003,C24004,C24005,C24006,C24007,C24008,C24009,C24010,C24011,C24012,C24013,C24014,C24015,C24016
"G5101230","1970","Virginia","51","Nansemond","123",,,,,,,"Nansemond","1",,"10",216,291,280,557,1744,1970,3058,349,60,178,205,400,1141,1170,1663,172
"G5101250","1970","Virginia","51","Nelson","125",,,,,,,"Nelson","1",,"06",33,104,126,210,579,557,1078,109,19,56,60,89,294,214,478,51
"G5101270","1970","Virginia","51","New Kent","127",,,,,,,"New Kent","1",,"08",40,59,54,152,310,255,468,55,9,61,32,50,106,209,212,4
"G5101310","1970","Virginia","51","Northampton","131",,,,,,,"Northampton","1",,"09",100,86,45,195,564,667,1437,334,47,92,75,202,386,576,1046,189
"G5101330","1970","Virginia","51","Northumberland","133",,,,,,,"Northumberland","1",,"08",43,73,44,132,322,391,940,177,21,44,19,75,207,240,470,91
"G5101350","1970","Virginia","51","Nottoway","135",,,,,,,"Nottoway","1",,"06",72,95,168,222,718,650,1274,160,37,40,65,189,434,442,790,93
"G5101370","1970","Virginia","51","Orange","137",,,,,,,"Orange","1",,"05",123,122,114,261,660,725,1347,238,50,68,128,98,359,430,776,110
"G5101390","1970","Virginia","51","Page","139",,,,,,,"Page","1",,"04",97,155,161,285,986,830,1381,181,95,120,146,239,455,500,748,83
"G5101410","1970","Virginia","51","Patrick","141",,,,,,,"Patrick","1",,"07",76,185,152,296,963,769,1332,189,43,86,169,214,766,494,723,44
"G5101430","1970","Virginia","51","Pittsylvania","143",,,,,,,"Pittsylvania","1",,"07",352,743,715,966,3448,2849,5020,543,70,304,468,823,2033,1879,2661,188
"G5101450","1970","Virginia","51","Powhatan","145",,,,,,,"Powhatan","1",,"06",36,54,70,95,381,363,522,84,26,40,44,65,168,221,309,55
"G5101470","1970","Virginia","51","Prince Edward","147",,,,,"8840",,"Prince Edward","1",,"06",101,166,206,213,646,536,1144,187,18,254,255,207,403,407,840,88
"G5101490","1970","Virginia","51","Prince George","149",,,,,"6140",,"Prince George","1",,"10",484,2061,3000,2410,2364,1608,1406,155,40,205,219,324,620,555,593,34
"G5101530","1970","Virginia","51","Prince William","153",,,,,"8840",,"Prince William","1",,"05",878,1307,2034,3130,10357,7435,4889,352,353,653,859,1606,4119,2918,2138,125
"G5101550","1970","Virginia","51","Pulaski","155",,,,,,,"Pulaski","1",,"03",194,278,289,569,1723,1624,2541,288,111,225,294,478,979,1105,1508,123
"G5101570","1970","Virginia","51","Rappahannock","157",,,,,,,"Rappahannock","1",,"05",58,33,38,93,238,273,468,75,6,19,37,17,135,147,252,21
"G5101590","1970","Virginia","51","Richmond","159",,,,,"8840",,"Richmond","1",,"08",45,35,30,41,303,278,572,75,20,27,43,45,153,219,276,55
"G5101610","1970","Virginia","51","Roanoke","161",,,,,"6800",,"Roanoke","1",,"A",390,627,432,996,4593,4649,5818,533,218,520,468,957,2328,2527,3059,205
"G5101630","1970","Virginia","51","Rockbridge","163",,,,,,,"Rockbridge","1",,"03",119,153,130,329,819,1076,1536,229,20,92,130,188,492,521,774,84
"G5101650","1970","Virginia","51","Rockingham","165",,,,,,,"Rockingham","1",,"04",399,686,583,1050,2846,2733,4017,662,196,512,596,840,1648,1601,2194,258
"G5101670","1970","Virginia","51","Russell","167",,,,,,,"Russell","1",,"02",73,144,260,409,1149,1276,1769,310,33,100,188,205,495,577,679,71
"G5101690","1970","Virginia","51","Scott","169",,,,,,,"Scott","1",,"02",83,187,181,472,1503,1074,1998,223,21,74,188,235,445,352,623,51
"G5101710","1970","Virginia","51","Shenandoah","171",,,,,,,"Shenandoah","1",,"04",149,215,197,421,1266,1198,2111,426,99,163,192,270,785,682,1260,168
"G5101730","1970","Virginia","51","Smyth","173",,,,,,,"Smyth","1",,"02",153,230,276,502,1782,1664,2462,298,101,217,237,376,1138,1019,1590,150
"G5101750","1970","Virginia","51","Southampton","175",,,,,,,"Southampton","1",,"10",98,95,139,264,892,862,1666,204,27,79,86,110,465,424,801,100
"G5101770","1970","Virginia","51","Spotsylvania","177",,,,,,,"Spotsylvania","1",,"05",78,105,130,319,924,941,1412,172,40,94,142,188,545,420,638,62
"G5101790","1970","Virginia","51","Stafford","179",,,,,,,"Stafford","1",,"05",135,342,776,1167,1695,1410,1746,168,49,124,178,260,721,767,839,47
"G5101810","1970","Virginia","51","Surry","181",,,,,,,"Surry","1",,"10",29,72,72,125,330,260,514,107,13,18,24,55,151,137,264,24
"G5101830","1970","Virginia","51","Sussex","183",,,,,,,"Sussex","1",,"10",53,152,92,155,462,609,1007,96,44,46,80,121,304,344,501,65
"G5101850","1970","Virginia","51","Tazewell","185",,,,,,,"Tazewell","1",,"01",183,301,309,677,1995,1868,2980,306,52,250,247,294,696,913,1287,94
"G5101870","1970","Virginia","51","Warren","187",,,,,,,"Warren","1",,"04",68,195,151,259,883,777,1534,178,24,89,91,160,472,577,854,66
"G5101910","1970","Virginia","51","Washington","191",,,,,,,"Washington","1",,"02",132,401,343,606,2398,2202,3192,347,72,226,355,314,1196,1186,1645,144
"G5101930","1970","Virginia","51","Westmoreland","193",,,,,,,"Westmoreland","1",,"08",47,76,113,188,549,570,994,170,28,95,87,129,326,325,496,82
"G5101950","1970","Virginia","51","Wise","195",,,,,,,"Wise","1",,"01",233,349,320,561,1589,1630,2520,217,79,233,187,299,559,683,1026,104
"G5101970","1970","Virginia","51","Wythe","197",,,,,"6800",,"Wythe","1",,"02",132,259,211,365,1214,1137,1878,212,94,200,202,268,665,613,1190,81
"G5101990","1970","Virginia","51","York","199",,,,,"5680",,"York","1",,"E",218,656,684,841,2076,2480,2591,139,84,156,164,380,822,1032,1247,103
"G5105100","1970","Virginia","51","Alexandria City","510",,,,,"8840",,"Alexandria City","1",,"B",471,758,1435,4266,10122,5971,9148,660,444,1396,2057,4279,5899,3330,6859,590
"G5105150","1970","Virginia","51","Bedford City","515",,,,,,,"Bedford City","1",,"06",46,41,50,109,283,296,512,93,12,51,57,61,200,226,433,85
"G5105200","1970","Virginia","51","Bristol City","520",,,,,,,"Bristol City","1",,"02",89,101,115,213,613,654,1253,201,34,214,106,140,361,480,931,98
"G5105300","1970","Virginia","51","Buena Vista City","530",,,,,,,"Buena Vista City","1",,"03",45,93,65,91,401,360,576,16,7,76,58,72,208,237,343,65
"G5105400","1970","Virginia","51","Charlottesville City","540",,,,,"8840",,"Charlottesville City","1",,"05",222,405,628,996,2472,1939,2811,372,170,314,413,1153,1638,1386,2306,389
"G5105500","1970","Virginia","51","Chesapeake City","550",,,,,"5720",,"Chesapeake City","1",,"D",573,761,1032,1568,5438,5215,7518,572,235,527,627,958,2540,2615,3371,193
"G5105600","1970","Virginia","51","Clifton Forge City","560",,,,,"5720",,"Clifton Forge City","1",,"03",27,48,61,68,317,246,496,52,9,29,32,93,119,204,301,72
"G5105700","1970","Virginia","51","Colonial Heights City","570",,,,,"6140",,"Colonial Heights City","0",,"06",122,153,123,303,991,1012,1382,122,58,132,142,214,465,669,900,73
"G5105800","1970","Virginia","51","Covington City","580",,,,,,,"Covington City","1",,"03",49,91,91,236,595,439,1028,81,16,57,44,108,208,232,588,31
"G5105900","1970","Virginia","51","Danville City","590",,,,,,,"Danville City","1",,"07",276,483,415,859,2331,2342,4303,531,151,331,464,726,1709,1974,3628,341
"G5105950","1970","Virginia","51","Emporia City","595",,,,,"6140",,"Emporia City","1",,"05",25,45,50,76,237,254,547,79,14,27,41,52,144,189,367,45
"G5106000","1970","Virginia","51","Fairfax City","600",,,,,"8840",,"Fairfax City","1",,"B",198,148,169,374,1476,1458,1791,81,120,198,196,361,796,801,950,40
"G5106100","1970","Virginia","51","Falls Church City","610",,,,,"8840",,"Falls Church City","1",,"B",72,72,64,230,706,498,1199,99,27,48,119,241,363,382,797,80
"G5106200","1970","Virginia","51","Franklin City","620",,,,,,,"Franklin City","1",,"10",42,58,31,126,313,375,712,96,5,36,72,64,196,307,424,33
"G5106300","1970","Virginia","51","Fredericksburg City","630",,,,,,,"Fredericksburg City","1",,"05",55,128,90,274,773,591,1265,193,33,211,361,301,475,444,884,156
"G5106400","1970","Virginia","51","Galax City","640",,,,,"8840",,"Galax City","1",,"02",53,43,94,112,350,372,545,70,0,44,45,136,222,267,361,91
"G5106500","1970","Virginia","51","Hampton City","650",,,,,"5680",,"Hampton City","0",,"E",603,1238,2192,3760,8598,6986,9028,608,337,842,1305,1789,3712,3444,4842,408
"G5106600","1970","Virginia","51","Harrisonburg City","660",,,,,"5680",,"Harrisonburg City","1",,"04",60,169,125,276,697,645,1101,130,27,329,367,255,492,452,974,116
"G5106700","1970","Virginia","51","Hopewell City","670",,,,,"6140",,"Hopewell City","1",,"10",161,256,237,647,1580,1246,1926,121,89,174,209,440,730,693,1118,90
"G5106780","1970","Virginia","51","Lexington City","678",,,,,"6140",,"Lexington City","1",,"03",53,138,242,172,271,294,563,53,15,29,51,115,159,189,349,47
"G5106800","1970","Virginia","51","Lynchburg City","680",,,,,"4640",,"Lynchburg City","0",,"F",282,532,460,963,2592,2716,4669,633,140,605,689,853,1718,1876,3996,569
"G5106900","1970","Virginia","51","Martinsville City","690",,,,,"4640",,"Martinsville City","1",,"07",188,182,165,394,1047,1053,1912,201,85,184,229,286,717,828,1244,131
"G5107000","1970","Virginia","51","Newport News City","700",,,,,"5680",,"Newport News City","0",,"E",1036,3060,4786,5349,9421,7624,10708,681,443,951,1301,2054,3985,3762,5761,490
"G5107100","1970","Virginia","51","Norfolk City","710",,,,,"5720",,"Norfolk City","0",,"D",1660,7316,18725,18650,21550,14853,21063,2364,627,2148,3492,4663,6984,6779,12708,1255
"G5107200","1970","Virginia","51","Norton City","720",,,,,"5720",,"Norton City","1",,"01",24,21,30,61,188,155,371,24,7,30,27,23,64,111,202,13
"G5107300","1970","Virginia","51","Petersburg City","730",,,,,"6140",,"Petersburg City","0",,"06",149,320,386,737,1588,1715,3030,296,85,331,334,578,1328,1379,2113,255
"G5107400","1970","Virginia","51","Portsmouth City","740",,,,,"5720",,"Portsmouth City","0",,"D",504,1136,1657,2304,6053,5256,9704,871,272,749,1016,1642,2926,3215,6133,579
"G5107500","1970","Virginia","51","Radford City","750",,,,,"5720",,"Radford City","1",,"03",56,74,71,163,598,472,847,90,54,304,299,150,347,305,601,93
"G5107600","1970","Virginia","51","Richmond City","760",,,,,"6760",,"Richmond City","0",,"C",1374,2097,2574,4825,13046,11180,21022,2806,741,2392,3123,4817,9047,8964,17322,2362
"G5107700","1970","Virginia","51","Roanoke City","770",,,,,"6800",,"Roanoke City","0",,"A",681,898,985,1925,4882,4169,8433,1235,345,690,1054,1610,2837,2934,6246,917
"G5107750","1970","Virginia","51","Salem City","775",,,,,"6800",,"Salem City","1",,"A",109,117,274,468,1371,1072,1820,209,67,173,241,422,684,647,1140,111
"G5107800","1970","Virginia","51","South Boston City","780",,,,,,,"South Boston City","1",,"07",80,95,39,132,335,317,625,60,27,21,48,138,238,274,502,78
"G5107900","1970","Virginia","51","Staunton City","790",,,,,,,"Staunton City","1",,"04",156,200,164,385,1297,1309,1952,299,97,193,287,364,796,1093,1739,285
"G5108000","1970","Virginia","51","Suffolk City","800",,,,,"6800",,"Suffolk City","1",,"10",72,29,98,185,455,376,1036,185,42,81,40,123,305,308,839,126
"G5108100","1970","Virginia","51","Virginia Beach City","810",,,,,"5720",,"Virginia Beach City","1",,"D",1128,3218,6745,6196,12522,11615,10483,777,528,1185,1286,2628,4804,4770,4743,267
"G5108200","1970","Virginia","51","Waynesboro City","820",,,,,,,"Waynesboro City","1",,"04",164,158,137,349,1059,967,1544,107,85,129,157,307,570,628,992,122
"G5108300","1970","Virginia","51","Williamsburg City","830",,,,,,,"Williamsburg City","1",,"08",35,171,333,319,410,249,565,111,28,129,293,251,270,213,457,65
"G5108400","1970","Virginia","51","Winchester City","840",,,,,"5720",,"Winchester City","1",,"04",90,141,164,265,741,701,1338,188,67,149,193,196,446,558,1047,243
"G5300010","1970","Washington","53","Adams","001",,,,,,,"Adams","1",,"07",170,105,69,186,737,627,1170,161,95,83,116,117,355,353,578,64
"G5300030","1970","Washington","53","Asotin","003",,,,,,,"Asotin","1",,"07",107,146,96,223,635,705,1195,106,83,77,75,153,372,368,663,135
"G5300050","1970","Washington","53","Benton","005",,,,,,,"Benton","1",,"06",766,700,556,798,3736,3875,6635,438,489,492,452,625,1773,2244,3388,210
"G5300070","1970","Washington","53","Chelan","007",,,,,,,"Chelan","1",,"05",390,491,348,605,2014,1988,4284,732,228,316,348,356,995,1293,2525,303
"G5300090","1970","Washington","53","Clallam","009",,,,,,,"Clallam","1",,"01",384,437,340,562,1818,1715,3173,437,196,157,201,294,645,922,1538,153
"G5300110","1970","Washington","53","Clark","011",,,,,"6440",,"Clark","1",,"C",845,1047,1007,2455,7853,6738,11468,1203,563,932,1052,1734,3499,3465,6225,485
"G5300130","1970","Washington","53","Columbia","013",,,,,,,"Columbia","1",,"07",59,46,21,65,206,277,519,104,33,29,29,21,92,138,192,37
"G5300150","1970","Washington","53","Cowlitz","015",,,,,,,"Cowlitz","1",,"04",454,754,627,1273,4301,3637,6379,424,229,509,520,664,1536,1720,2783,239
"G5300170","1970","Washington","53","Douglas","017",,,,,,,"Douglas","1",,"07",177,179,121,210,1011,948,1708,278,48,171,112,121,472,480,813,51
"G5300190","1970","Washington","53","Ferry","019",,,,,,,"Ferry","1",,"08",108,59,14,54,216,197,379,56,25,13,24,25,72,73,145,5
"G5300210","1970","Washington","53","Franklin","021",,,,,,,"Franklin","1",,"07",292,323,306,465,1273,1396,2595,230,211,278,153,277,680,858,1310,139
"G5300230","1970","Washington","53","Garfield","023",,,,,,,"Garfield","1",,"07",38,25,16,18,129,153,358,47,4,0,4,5,42,81,116,5
"G5300250","1970","Washington","53","Grant","025",,,,,,,"Grant","1",,"07",508,493,406,636,2133,2252,3980,439,245,244,265,411,988,1278,2082,151
"G5300270","1970","Washington","53","Grays Harbor","027",,,,,,,"Grays Harbor","1",,"01",502,557,686,1012,3132,2965,5827,608,267,472,390,505,1224,1588,2961,325
"G5300290","1970","Washington","53","Island","029",,,,,,,"Island","1",,"02",190,397,1024,1139,1849,1243,1908,206,105,141,227,288,606,592,1082,84
"G5300310","1970","Washington","53","Jefferson","031",,,,,"6440",,"Jefferson","1",,"01",104,114,44,162,484,563,1024,143,18,53,48,70,210,285,522,71
"G5300330","1970","Washington","53","King","033",,,,,"7600",,"King","0",,"A",8604,11477,11903,24067,77550,63977,106446,10169,5884,10448,13283,21315,37922,33201,63212,6521
"G5300350","1970","Washington","53","Kitsap","035",,,,,,,"Kitsap","1",,"03",799,1522,2256,3133,6134,5286,9240,728,487,774,670,1091,2200,2470,4606,407
"G5300370","1970","Washington","53","Kittitas","037",,,,,,,"Kittitas","1",,"06",100,329,609,733,1222,943,1914,247,78,482,712,460,526,463,987,109
"G5300390","1970","Washington","53","Klickitat","039",,,,,,,"Klickitat","1",,"06",69,85,95,207,603,671,1218,206,74,63,57,72,292,335,623,82
"G5300410","1970","Washington","53","Lewis","041",,,,,,,"Lewis","1",,"04",382,497,352,713,2238,2144,4230,575,232,307,265,252,887,987,2076,261
"G5300430","1970","Washington","53","Lincoln","043",,,,,,,"Lincoln","1",,"07",96,65,80,105,474,451,1138,177,47,33,26,53,187,270,481,54
"G5300450","1970","Washington","53","Mason","045",,,,,,,"Mason","1",,"01",147,155,183,304,1073,959,1999,220,58,53,98,141,364,473,903,100
"G5300470","1970","Washington","53","Okanogan","047",,,,,,,"Okanogan","1",,"05",249,236,187,267,1294,1374,2623,385,102,140,104,172,593,747,1450,182
"G5300490","1970","Washington","53","Pacific","049",,,,,,,"Pacific","1",,"01",93,213,155,226,699,711,1606,238,97,127,44,94,290,430,818,115
"G5300510","1970","Washington","53","Pend Oreille","051",,,,,"7600",,"Pend Oreille","1",,"08",28,36,62,75,256,318,629,96,13,4,10,41,83,118,254,34
